783,133
785,967
786,1136
788,1211
789,1813
791,218
792,320
793,1745
794,1813
795,728
796,1813
797,1646
798,327
799,576
800,1813
802,252
804,1382
805,320
806,1813
807,171
808,115
809,1813
810,523
811,1813
812,234
815,824
816,1813
817,1813
819,210
820,541
821,422
823,1577
824,77
828,1813
829,1745
830,1813
831,625
832,1646
833,1813
838,507
839,1340
841,320
842,320
843,320
844,932
845,728
846,1813
848,1340
849,1813
852,1813
853,1813
855,1813
856,218
858,218
859,1813
860,1813
861,14
863,1813
864,283
865,1813
866,218
867,1745
868,1813
869,439
870,320
871,1813
872,115
873,1745
874,1813
875,320
880,1813
881,1813
882,14
884,115
885,1813
888,115
889,252
890,1543
891,78
892,1813
895,829
896,1594
897,421
898,1813
901,1813
906,1813
907,1682
909,1813
910,1813
911,1813
912,1813
913,1813
914,1136
915,949
916,1576
918,1646
920,1813
924,320
925,1813
926,1813
929,829
932,1813
934,1813
935,1070
936,1813
937,932
938,1745
940,42
941,100
942,1528
943,1813
944,880
946,1813
949,422
952,1136
953,1543
954,1813
955,1813
958,1745
959,1813
960,422
961,1150
963,1020
964,1813
966,299
967,1646
968,1543
970,320
972,1813
973,1813
975,1813
976,932
977,320
978,185
979,1813
980,12
982,218
983,277
984,252
985,523
986,767
988,932
989,422
990,181
991,729
992,1527
993,167
994,115
995,1088
999,1527
1000,167
1002,96
1003,1813
1004,1543
1007,1707
1008,218
1009,1543
1010,167
1011,1813
1012,131
1013,1813
1015,829
1016,829
1017,422
1018,932
1019,1813
1021,218
1022,320
1023,779
1024,1813
1025,320
1026,320
1030,699
1033,474
1034,1813
1035,932
1036,1813
1037,1813
1038,748
1039,218
1041,1010
1042,1537
1043,1813
1045,1543
1046,1442
1047,106
1048,1813
1049,1771
1050,1813
1053,1745
1056,8
1057,1813
1059,1745
1060,1034
1062,320
1063,1813
1064,1646
1065,1442
1066,1813
1067,1151
1069,51
1070,1813
1071,893
1072,1646
1073,1813
1075,1813
1076,932
1078,1034
1083,84
1085,1527
1086,1352
1087,1136
1088,1543
1089,14
1090,1813
1093,1646
1094,218
1095,163
1098,1813
1100,728
1101,1813
1103,1813
1105,1813
1107,320
1108,422
1112,1390
1113,1170
1114,932
1116,1813
1118,133
1120,932
1124,320
1125,1044
1126,1813
1128,1813
1129,1813
1130,1342
1131,320
1133,1745
1134,1813
1135,1813
1136,1136
1137,932
1138,1813
1139,1136
1140,1813
1142,210
1143,1355
1144,1813
1146,1340
1149,320
1150,1813
1151,60
1152,979
1153,1813
1155,1543
1157,1238
1159,1646
1161,1646
1164,1543
1165,405
1166,218
1168,1813
1169,898
1170,320
1172,128
1174,422
1175,1745
1176,1543
1177,1813
1178,1451
1181,1136
1182,320
1184,167
1186,1110
1187,320
1192,1813
1193,24
1194,1745
1195,685
1196,1017
1197,1813
1199,1813
1200,354
1201,1813
1204,1136
1205,1056
1207,320
1208,1813
1209,1813
1210,932
1212,1340
1213,218
1215,729
1218,763
1220,1571
1221,1813
1223,191
1224,1745
1225,1813
1226,1813
1227,1813
1228,1813
1229,2
1230,1327
1231,1813
1232,1543
1235,1813
1236,1315
1238,1813
1239,218
1240,1046
1241,1813
1243,167
1244,811
1246,1813
1247,1813
1249,1813
1253,1813
1255,1543
1256,1102
1257,200
1258,1675
1259,1813
1260,1813
1261,320
1263,1170
1264,1813
1265,19
1266,422
1267,1813
1269,1813
1270,1034
1271,829
1272,1813
1274,422
1276,18
1277,218
1279,1813
1281,728
1285,983
1286,362
1287,1813
1288,1745
1290,218
1291,1813
1292,728
1294,1813
1295,712
1296,1813
1297,1340
1298,1813
1301,1813
1303,1813
1304,1813
1306,728
1307,728
1308,1767
1310,1813
1311,167
1312,1813
1313,129
1314,12
1316,728
1317,630
1318,320
1319,1543
1320,14
1322,625
1323,29
1324,422
1325,320
1326,422
1327,728
1328,1813
1329,1543
1331,1034
1332,1813
1334,1813
1335,1340
1336,757
1339,1342
1340,1813
1342,1813
1343,28
1346,932
1348,998
1349,523
1350,1813
1352,1813
1354,167
1357,218
1359,1646
1363,640
1365,1137
1367,1813
1370,1543
1371,523
1373,1768
1374,1527
1375,1745
1376,1290
1377,218
1378,625
1379,455
1380,320
1381,1813
1382,1813
1383,1543
1385,320
1386,1813
1387,449
1388,1340
1390,1813
1391,929
1392,169
1393,1813
1394,472
1395,1813
1396,1813
1398,1596
1401,1813
1402,1596
1404,1745
1406,1136
1407,1813
1408,1813
1409,938
1410,1813
1412,1813
1413,320
1414,523
1415,932
1416,1813
1419,1745
1421,1813
1422,1813
1424,1813
1426,1813
1427,115
1429,523
1431,27
1432,417
1434,1813
1436,320
1438,1760
1439,1494
1440,1745
1441,1250
1442,218
1443,1813
1444,1813
1445,1813
1447,437
1448,1813
1450,1745
1451,519
1452,1813
1454,218
1457,218
1459,1510
1460,1543
1462,1232
1464,1813
1465,162
1466,1813
1467,1813
1473,1543
1474,218
1476,1813
1477,86
1478,422
1479,1222
1481,1813
1482,826
1483,1442
1485,1813
1486,523
1489,49
1491,1745
1492,1813
1493,1340
1494,1813
1495,563
1497,1238
1498,1813
1499,728
1500,1813
1501,1813
1502,320
1505,1813
1506,14
1507,556
1508,1543
1509,728
1511,1813
1513,1813
1514,932
1515,47
1516,1813
1517,1745
1518,1238
1519,728
1521,520
1522,932
1523,115
1524,422
1527,1813
1530,625
1532,829
1534,1813
1535,866
1536,1813
1537,728
1538,637
1539,1813
1541,320
1543,1813
1545,1813
1546,711
1548,1813
1550,73
1552,205
1553,507
1554,320
1555,320
1560,1813
1561,1813
1562,1813
1564,1149
1565,1813
1566,1136
1568,154
1569,1813
1570,932
1573,1340
1575,625
1577,698
1578,932
1579,1813
1583,1675
1585,1813
1587,1813
1588,548
1589,820
1591,1745
1593,728
1598,115
1599,1813
1602,1813
1603,1157
1604,320
1606,49
1607,1745
1610,1813
1611,1136
1612,1813
1613,1813
1614,115
1615,728
1616,1813
1618,1188
1619,1340
1620,1813
1624,1813
1625,1745
1627,1813
1628,1274
1629,120
1630,1813
1635,1813
1636,1813
1637,245
1638,1442
1639,1340
1646,1813
1647,1813
1650,218
1652,1340
1653,1813
1654,320
1655,1813
1657,1813
1659,1813
1660,1813
1662,1813
1663,1543
1664,474
1666,1745
1667,1745
1668,1628
1669,1813
1671,1813
1672,1646
1673,625
1676,1813
1677,1813
1679,1543
1680,1813
1681,1018
1683,1543
1685,678
1686,1442
1687,1543
1688,1813
1690,218
1692,428
1695,254
1696,1340
1697,422
1699,16
1701,1745
1703,1034
1704,1813
1705,1543
1706,1813
1708,1136
1711,1813
1712,218
1714,1813
1716,799
1717,1745
1718,980
1724,1813
1725,422
1726,14
1727,1813
1728,1494
1729,1813
1730,1813
1731,1344
1732,1348
1733,1813
1734,728
1737,167
1738,1813
1739,1813
1741,422
1742,882
1743,895
1744,1492
1745,1386
1747,728
1749,422
1750,452
1752,1813
1753,1136
1755,117
1756,1499
1758,1813
1759,1308
1760,1813
1764,427
1766,1813
1767,1543
1769,1813
1772,779
1774,1813
1775,1813
1776,1813
1778,173
1780,779
1782,1813
1783,1813
1784,1813
1785,320
1787,218
1788,1813
1789,1813
1790,1543
1791,1034
1792,685
1793,218
1794,660
1795,218
1796,1813
1798,1745
1799,422
1802,1813
1803,1675
1806,1813
1808,955
1809,14
1810,1813
1812,1813
1813,1543
1814,1745
1815,1813
1817,1543
1818,1813
1821,1813
1822,218
1825,1136
1827,1813
1828,1745
1830,1813
1831,1812
1832,1813
1833,320
1836,1813
1838,1813
1839,1543
1840,214
1842,1726
1843,320
1845,1543
1848,320
1849,1813
1851,1813
1852,1813
1853,1813
1854,1684
1857,422
1858,1813
1859,320
1860,1813
1861,218
1862,1157
1863,320
1864,218
1865,1543
1866,174
1867,1442
1869,1813
1870,1813
1872,1442
1873,1813
1874,422
1876,1813
1877,218
1878,1646
1882,728
1883,1543
1884,1813
1885,106
1887,1813
1888,302
1890,1813
1891,1745
1892,1813
1893,2
1895,1813
1896,1813
1897,1442
1898,1813
1899,1366
1901,1813
1902,1813
1903,1813
1904,371
1905,1813
1906,21
1907,1813
1910,1813
1911,1238
1912,1813
1915,889
1916,312
1918,1813
1919,932
1921,1813
1923,523
1925,1813
1926,1813
1927,1543
1928,1813
1929,728
1931,1745
1933,1234
1935,1813
1936,766
1939,523
1941,1442
1943,1340
1945,799
1949,1136
1950,630
1951,1813
1952,1813
1954,1813
1956,1813
1957,1813
1962,507
1963,1813
1965,1745
1966,1813
1967,1543
1968,800
1969,1813
1970,1813
1971,987
1972,1813
1973,728
1975,1813
1976,1813
1977,1340
1979,1813
1980,625
1981,1813
1985,1387
1986,50
1987,1745
1990,1813
1991,779
1992,1813
1998,1745
2000,1813
2001,1813
2002,728
2004,1745
2006,730
2008,1813
2009,645
2011,1136
2013,1092
2015,1646
2018,681
2021,1813
2023,946
2024,666
2027,986
2028,320
2029,170
2030,1813
2031,625
2033,1813
2035,1577
2036,1813
2037,1813
2043,1813
2044,1813
2045,1300
2047,1813
2050,1813
2054,1813
2055,1053
2056,1813
2057,1813
2058,171
2059,1468
2061,523
2062,1813
2063,14
2064,1745
2065,1813
2066,1648
2068,728
2069,1813
2070,1813
2071,1340
2074,1813
2075,1442
2076,14
2077,829
2078,1813
2079,1813
2080,1813
2081,932
2082,1665
2083,1813
2086,252
2087,523
2088,932
2089,1813
2090,422
2092,1813
2093,320
2095,1813
2096,442
2097,932
2098,218
2100,1813
2101,1813
2102,1745
2104,1813
2107,1543
2108,1813
2109,1813
2111,51
2112,1613
2114,1813
2115,363
2117,728
2118,829
2120,1745
2121,422
2124,627
2125,1128
2126,1813
2129,1813
2130,1745
2131,1813
2134,1203
2135,960
2136,1290
2137,1646
2138,1813
2139,880
2140,1442
2142,1813
2145,1646
2146,1813
2148,1813
2149,1813
2150,1646
2151,1745
2152,167
2154,1813
2155,1657
2156,1813
2158,150
